Region,Date,Median Sale Price,Homes Sold,New Listings,Inventory,Days on Market,Days on Market MoM,Days on Market YoY
"Everett, WA",7/31/2016,325,247,312,326,13,4,-1
"Everett, WA",8/31/2016,323,220,259,369,13,0,-8
"Everett, WA",9/30/2016,330,216,166,293,13,0,-11
"Everett, WA",10/31/2016,327,202,131,238,22,9,-10
"Everett, WA",11/30/2016,328,182,109,175,21,-1,-11
"Everett, WA",12/31/2016,316,163,162,166,32,11,-5
"Everett, WA",1/31/2017,330,145,188,148,17,-15,1
"Everett, WA",2/28/2017,344,206,256,149,9,-8,-4
"Everett, WA",3/31/2017,347,171,269,182,7,-2,0
"Everett, WA",4/30/2017,350,273,365,227,6,-1,-2
"Everett, WA",5/31/2017,371,299,395,304,7,1,0
"Everett, WA",6/30/2017,360,278,303,330,7,0,-2
"Everett, WA",7/31/2017,360,311,366,354,8,1,-5
"Everett, WA",8/31/2017,360,286,282,349,15,7,2
"Everett, WA",9/30/2017,355,281,218,278,17,2,4
"Everett, WA",10/31/2017,375,245,168,210,19,2,-3
"Everett, WA",11/30/2017,358,249,100,132,20,1,-1
"Everett, WA",12/31/2017,363,150,198,123,20,0,-12
"Everett, WA",1/31/2018,376,198,207,98,7,-13,-10
"Everett, WA",2/28/2018,406,237,290,125,7,0,-2
"Everett, WA",3/31/2018,410,239,288,169,6,-1,-1
"Everett, WA",4/30/2018,416,277,358,227,6,0,0
"Everett, WA",5/31/2018,400,285,293,259,7,1,0
"Everett, WA",6/30/2018,400,237,293,309,8,1,1
"Everett, WA",7/31/2018,400,241,286,364,10,2,2
"Everett, WA",8/31/2018,394,208,250,407,15,5,0
"Everett, WA",9/30/2018,395,199,201,377,21,6,4
"Everett, WA",10/31/2018,395,191,165,314,24,3,5
"Everett, WA",11/30/2018,390,163,79,236,40,16,20
"Everett, WA",12/31/2018,380,126,183,216,35,-5,15
"Everett, WA",1/31/2019,405,181,129,182,25,-10,18
"Everett, WA",2/28/2019,405,173,216,191,15,-10,8
"Everett, WA",3/31/2019,400,198,255,203,10,-5,4
"Everett, WA",4/30/2019,420,243,340,268,6,-4,0
"Everett, WA",5/31/2019,429,247,249,277,8,2,1
"Everett, WA",6/30/2019,409,234,275,302,10,2,2
"Everett, WA",7/31/2019,430,220,219,275,14,4,4
"Everett, WA",8/31/2019,410,222,221,275,18,4,3
"Everett, WA",9/30/2019,417,191,187,238,16,-2,-5
"Everett, WA",10/31/2019,398,185,130,172,20,4,-4
"Everett, WA",11/30/2019,433,182,88,117,20,0,-20
"Everett, WA",12/31/2019,406,106,158,129,20,0,-15
"Everett, WA",1/31/2020,418,130,161,123,8,-12,-17
"Everett, WA",2/29/2020,435,174,214,164,6,-2,-9
"Everett, WA",3/31/2020,440,139,184,205,6,0,-4
"Everett, WA",4/30/2020,450,141,251,204,8,2,2
"Everett, WA",5/31/2020,475,236,224,172,8,0,0
"Everett, WA",6/30/2020,489,255,304,183,9,1,-1
"Everett, WA",7/31/2020,495,242,316,203,7,-2,-7
"Everett, WA",8/31/2020,500,298,271,150,7,0,-11
"Everett, WA",9/30/2020,465,286,275,164,6,-1,-10
"Everett, WA",10/31/2020,473,237,133,110,6,0,-14
"Everett, WA",11/30/2020,485,215,134,73,8,2,-12
"Everett, WA",12/31/2020,473,171,154,56,6,-2,-14
"Everett, WA",1/31/2021,479,144,172,63,6,0,-2
"Federal Way, WA",1/31/2012,159,62,96,336,54,-18,-5
"Federal Way, WA",2/29/2012,175,80,120,312,94,40,-11
"Federal Way, WA",3/31/2012,154,92,109,312,61,-33,-21
"Federal Way, WA",4/30/2012,183,104,120,308,36,-25,-35
"Federal Way, WA",5/31/2012,207,94,100,284,24,-12,-57
"Federal Way, WA",6/30/2012,170,109,84,274,49,25,-21
"Federal Way, WA",7/31/2012,189,81,103,275,44,-5,-40
"Federal Way, WA",8/31/2012,210,84,101,285,38,-6,-29
"Federal Way, WA",9/30/2012,208,89,103,273,50,12,-2
"Federal Way, WA",10/31/2012,208,78,83,248,32,-18,-47
"Federal Way, WA",11/30/2012,177,78,60,235,38,6,-18
"Federal Way, WA",12/31/2012,178,61,96,233,27,-11,-45
"Federal Way, WA",1/31/2013,205,61,88,213,49,22,-5
"Federal Way, WA",2/28/2013,197,84,120,206,41,-8,-53
"Federal Way, WA",3/31/2013,208,94,113,224,22,-19,-39
"Federal Way, WA",4/30/2013,225,104,120,222,31,9,-5
"Federal Way, WA",5/31/2013,231,110,135,255,27,-4,3
"Federal Way, WA",6/30/2013,228,94,119,265,19,-8,-30
"Federal Way, WA",7/31/2013,239,104,137,310,29,10,-15
"Federal Way, WA",8/31/2013,229,80,112,318,43,14,5
"Federal Way, WA",9/30/2013,224,104,88,289,34,-9,-16
"Federal Way, WA",10/31/2013,229,82,57,250,52,18,20
"Federal Way, WA",11/30/2013,270,71,75,249,57,5,19
"Federal Way, WA",12/31/2013,225,60,90,237,46,-11,19
"Federal Way, WA",1/31/2014,217,64,83,221,89,43,40
"Federal Way, WA",2/28/2014,236,88,110,208,38,-51,-3
"Federal Way, WA",3/31/2014,230,102,121,209,37,-1,15
"Federal Way, WA",4/30/2014,263,111,142,234,38,1,7
"Federal Way, WA",5/31/2014,250,97,140,253,18,-20,-9
"Federal Way, WA",6/30/2014,236,121,115,270,20,2,1
"Federal Way, WA",7/31/2014,240,87,131,290,32,12,3
"Federal Way, WA",8/31/2014,252,77,117,296,29,-3,-14
"Federal Way, WA",9/30/2014,247,110,96,291,33,4,-1
"Federal Way, WA",10/31/2014,238,80,67,252,55,22,3
"Federal Way, WA",11/30/2014,254,99,70,233,49,-6,-8
"Federal Way, WA",12/31/2014,248,70,95,201,50,1,4
"Federal Way, WA",1/31/2015,253,86,83,185,62,12,-27
"Federal Way, WA",2/28/2015,251,96,120,204,36,-26,-2
"Federal Way, WA",3/31/2015,247,97,157,215,18,-18,-19
"Federal Way, WA",4/30/2015,278,103,146,217,20,2,-18
"Federal Way, WA",5/31/2015,274,130,169,252,15,-5,-3
"Federal Way, WA",6/30/2015,272,151,164,257,15,0,-5
"Federal Way, WA",7/31/2015,281,119,151,274,20,5,-12
"Federal Way, WA",8/31/2015,275,119,119,265,17,-3,-12
"Federal Way, WA",9/30/2015,286,120,105,234,22,5,-11
"Federal Way, WA",10/31/2015,294,90,73,207,39,17,-16
"Federal Way, WA",11/30/2015,270,107,65,180,30,-9,-19
"Federal Way, WA",12/31/2015,280,85,88,161,35,5,-15
"Federal Way, WA",1/31/2016,270,87,96,141,32,-3,-30
"Federal Way, WA",2/29/2016,305,115,133,138,24,-8,-12
"Federal Way, WA",3/31/2016,300,112,166,161,9,-15,-9
"Federal Way, WA",4/30/2016,300,125,177,187,10,1,-10
"Federal Way, WA",5/31/2016,308,137,203,233,10,0,-5
"Federal Way, WA",6/30/2016,300,140,196,256,9,-1,-6
"Federal Way, WA",7/31/2016,313,168,197,272,18,9,-2
"Federal Way, WA",8/31/2016,307,147,147,272,14,-4,-3
"Federal Way, WA",9/30/2016,310,137,105,239,21,7,-1
"Federal Way, WA",10/31/2016,317,112,90,200,30,9,-9
"Federal Way, WA",11/30/2016,316,122,58,167,35,5,5
"Federal Way, WA",12/31/2016,326,102,97,138,39,4,4
"Federal Way, WA",1/31/2017,343,92,92,104,55,16,23
"Federal Way, WA",2/28/2017,345,117,123,111,16,-39,-8
"Federal Way, WA",3/31/2017,345,112,148,134,7,-9,-2
"Federal Way, WA",4/30/2017,350,139,183,158,8,1,-2
"Federal Way, WA",5/31/2017,359,151,214,214,8,0,-2
"Federal Way, WA",6/30/2017,326,126,161,214,10,2,1
"Federal Way, WA",7/31/2017,351,162,174,231,8,-2,-10
"Federal Way, WA",8/31/2017,340,137,134,215,17,9,3
"Federal Way, WA",9/30/2017,335,152,119,192,20,3,-1
"Federal Way, WA",10/31/2017,349,99,90,141,25,5,-5
"Federal Way, WA",11/30/2017,359,122,52,98,31,6,-4
"Federal Way, WA",12/31/2017,350,91,91,85,17,-14,-22
"Federal Way, WA",1/31/2018,343,88,90,75,11,-6,-44
"Federal Way, WA",2/28/2018,375,107,131,97,7,-4,-9
"Federal Way, WA",3/31/2018,370,107,142,113,7,0,0
"Federal Way, WA",4/30/2018,382,134,188,151,7,0,-1
"Federal Way, WA",5/31/2018,375,121,187,184,7,0,-1
"Federal Way, WA",6/30/2018,359,152,183,226,9,2,-1
"Federal Way, WA",7/31/2018,370,159,180,272,12,3,4
"Federal Way, WA",8/31/2018,349,107,151,265,15,3,-2
"Federal Way, WA",9/30/2018,356,132,108,221,21,6,1
"Federal Way, WA",10/31/2018,358,128,88,187,33,12,8
"Federal Way, WA",11/30/2018,361,95,51,155,46,13,15
"Federal Way, WA",12/31/2018,370,63,90,133,31,-15,14
"Federal Way, WA",1/31/2019,349,80,64,114,44,13,33
"Federal Way, WA",2/28/2019,389,87,147,130,13,-31,6
"Federal Way, WA",3/31/2019,397,112,126,130,9,-4,2
"Federal Way, WA",4/30/2019,408,124,197,176,10,1,3
"Federal Way, WA",5/31/2019,405,145,154,185,9,-1,2
"Federal Way, WA",6/30/2019,398,135,162,186,15,6,6
"Federal Way, WA",7/31/2019,405,147,148,182,10,-5,-2
"Federal Way, WA",8/31/2019,405,133,118,166,18,8,3
"Federal Way, WA",9/30/2019,395,139,102,150,14,-4,-7
"Federal Way, WA",10/31/2019,394,98,49,83,18,4,-15
"Federal Way, WA",11/30/2019,400,95,54,65,29,11,-17
"Federal Way, WA",12/31/2019,413,80,59,50,11,-18,-20
"Federal Way, WA",1/31/2020,410,69,110,70,18,7,-26
"Federal Way, WA",2/29/2020,415,80,150,104,5,-13,-8
"Federal Way, WA",3/31/2020,435,85,100,102,5,0,-4
"Federal Way, WA",4/30/2020,432,110,107,98,7,2,-3
"Federal Way, WA",5/31/2020,425,101,141,99,8,1,-1
"Federal Way, WA",6/30/2020,439,139,153,119,6,-2,-9
"Federal Way, WA",7/31/2020,450,117,147,93,6,0,-4
"Federal Way, WA",8/31/2020,450,145,137,90,7,1,-11
"Federal Way, WA",9/30/2020,440,142,115,81,6,-1,-8
"Federal Way, WA",10/31/2020,447,109,88,62,6,0,-12
"Federal Way, WA",11/30/2020,450,107,72,35,7,1,-22
"Federal Way, WA",12/31/2020,470,78,81,29,6,-1,-5
"Federal Way, WA",1/31/2021,490,82,102,37,5,-1,-13
"Issaquah, WA",1/31/2012,353,53,97,286,48,-33,-54
"Issaquah, WA",2/29/2012,362,72,110,274,110,62,-4
"Issaquah, WA",3/31/2012,380,93,151,287,54,-56,-35
"Issaquah, WA",4/30/2012,439,94,146,302,32,-22,-30
"Issaquah, WA",5/31/2012,441,114,130,291,35,3,-22
"Issaquah, WA",6/30/2012,375,99,131,299,25,-10,-28
"Issaquah, WA",7/31/2012,407,128,112,278,21,-4,-26
"Issaquah, WA",8/31/2012,449,98,100,278,24,3,-36
"Issaquah, WA",9/30/2012,375,119,79,230,56,32,-13
"Issaquah, WA",10/31/2012,426,77,56,197,30,-26,-57
"Issaquah, WA",11/30/2012,384,96,46,169,34,4,-30
"Issaquah, WA",12/31/2012,430,83,108,143,50,16,-31
"Issaquah, WA",1/31/2013,396,83,114,151,36,-14,-12
"Issaquah, WA",2/28/2013,415,129,135,139,18,-18,-92
"Issaquah, WA",3/31/2013,471,114,126,151,13,-5,-41
"Issaquah, WA",4/30/2013,451,135,183,190,10,-3,-22
"Issaquah, WA",5/31/2013,435,134,145,203,9,-1,-26
"Issaquah, WA",6/30/2013,487,138,142,216,8,-1,-17
"Issaquah, WA",7/31/2013,427,141,141,234,14,6,-7
"Issaquah, WA",8/31/2013,460,98,98,218,12,-2,-12
"Issaquah, WA",9/30/2013,439,111,98,181,26,14,-30
"Issaquah, WA",10/31/2013,436,81,55,137,22,-4,-8
"Issaquah, WA",11/30/2013,476,98,37,104,26,4,-8
"Issaquah, WA",12/31/2013,415,60,70,92,56,30,6
"Issaquah, WA",1/31/2014,422,59,95,92,10,-46,-26
"Issaquah, WA",2/28/2014,415,90,112,112,12,2,-6
"Issaquah, WA",3/31/2014,477,100,153,132,6,-6,-7
"Issaquah, WA",4/30/2014,475,123,186,168,9,3,-1
"Issaquah, WA",5/31/2014,485,125,173,193,8,-1,-1
"Issaquah, WA",6/30/2014,525,146,166,240,12,4,4
"Issaquah, WA",7/31/2014,481,116,123,227,18,6,4
"Issaquah, WA",8/31/2014,440,126,100,203,28,10,16
"Issaquah, WA",9/30/2014,434,106,105,177,15,-13,-11
"Issaquah, WA",10/31/2014,465,93,63,147,21,6,-1
"Issaquah, WA",11/30/2014,458,96,46,112,22,1,-4
"Issaquah, WA",12/31/2014,456,44,88,110,30,8,-26
"Issaquah, WA",1/31/2015,405,77,120,106,24,-6,14
"Issaquah, WA",2/28/2015,490,107,152,119,12,-12,0
"Issaquah, WA",3/31/2015,510,130,150,126,8,-4,2
"Issaquah, WA",4/30/2015,545,127,151,136,8,0,-1
"Issaquah, WA",5/31/2015,550,153,162,145,7,-1,-1
"Issaquah, WA",6/30/2015,526,138,148,162,11,4,-1
"Issaquah, WA",7/31/2015,545,119,108,148,10,-1,-8
"Issaquah, WA",8/31/2015,487,94,111,150,14,4,-14
"Issaquah, WA",9/30/2015,498,92,111,137,14,0,-1
"Issaquah, WA",10/31/2015,477,94,63,100,11,-3,-10
"Issaquah, WA",11/30/2015,589,105,42,70,13,2,-9
"Issaquah, WA",12/31/2015,436,68,105,90,23,10,-7
"Issaquah, WA",1/31/2016,613,78,126,87,8,-15,-16
"Issaquah, WA",2/29/2016,570,119,152,99,7,-1,-5
"Issaquah, WA",3/31/2016,585,120,172,130,6,-1,-2
"Issaquah, WA",4/30/2016,593,127,157,109,6,0,-2
"Issaquah, WA",5/31/2016,600,174,178,126,6,0,-1
"Issaquah, WA",6/30/2016,580,138,149,157,7,1,-4
"Issaquah, WA",7/31/2016,605,140,120,139,8,1,-2
"Issaquah, WA",8/31/2016,589,120,129,132,7,-1,-7
"Issaquah, WA",9/30/2016,565,129,88,96,15,8,1
"Issaquah, WA",10/31/2016,553,129,63,74,13,-2,2
"Issaquah, WA",11/30/2016,558,87,47,67,12,-1,-1
"Issaquah, WA",12/31/2016,600,51,69,54,8,-4,-15
"Issaquah, WA",1/31/2017,600,73,84,63,7,-1,-1
"Issaquah, WA",2/28/2017,659,91,168,84,6,-1,-1
"Issaquah, WA",3/31/2017,670,118,102,68,6,0,0
"Issaquah, WA",4/30/2017,750,125,164,74,7,1,1
"Issaquah, WA",5/31/2017,731,152,187,126,6,-1,0
"Issaquah, WA",6/30/2017,685,135,161,147,6,0,-1
"Issaquah, WA",7/31/2017,735,161,135,120,8,2,0
"Issaquah, WA",8/31/2017,620,121,111,111,14,6,7
"Issaquah, WA",9/30/2017,683,143,90,90,8,-6,-7
"Issaquah, WA",10/31/2017,682,109,59,76,9,1,-4
"Issaquah, WA",11/30/2017,698,82,35,49,10,1,-2
"Issaquah, WA",12/31/2017,834,61,69,55,16,6,8
"Issaquah, WA",1/31/2018,698,62,109,60,7,-9,0
"Issaquah, WA",2/28/2018,745,118,154,72,6,-1,0
"Issaquah, WA",3/31/2018,770,125,149,95,6,0,0
"Issaquah, WA",4/30/2018,806,127,213,157,7,1,0
"Issaquah, WA",5/31/2018,800,146,171,189,7,0,1
"Issaquah, WA",6/30/2018,738,120,156,218,8,1,2
"Issaquah, WA",7/31/2018,850,137,152,248,12,4,4
"Issaquah, WA",8/31/2018,746,95,128,264,16,4,2
"Issaquah, WA",9/30/2018,760,88,78,231,24,8,16
"Issaquah, WA",10/31/2018,740,75,59,199,36,12,27
"Issaquah, WA",11/30/2018,763,77,24,152,39,3,29
"Issaquah, WA",12/31/2018,769,53,83,147,54,15,38
"Issaquah, WA",1/31/2019,650,53,76,139,64,10,57
"Issaquah, WA",2/28/2019,685,95,158,163,24,-40,18
"Issaquah, WA",3/31/2019,692,133,154,169,14,-10,8
"Issaquah, WA",4/30/2019,690,147,166,193,12,-2,5
"Issaquah, WA",5/31/2019,788,121,136,213,12,0,5
"Issaquah, WA",6/30/2019,745,104,131,223,22,10,14
"Issaquah, WA",7/31/2019,770,113,105,208,23,1,11
"Issaquah, WA",8/31/2019,709,97,89,178,21,-2,5
"Issaquah, WA",9/30/2019,763,98,77,155,31,10,7
"Issaquah, WA",10/31/2019,725,83,46,110,45,14,9
"Issaquah, WA",11/30/2019,685,100,36,77,46,1,7
"Issaquah, WA",12/31/2019,643,60,71,71,29,-17,-25
"Issaquah, WA",1/31/2020,690,59,95,73,10,-19,-54
"Issaquah, WA",2/29/2020,724,96,122,94,5,-5,-19
"Issaquah, WA",3/31/2020,805,76,86,109,5,0,-9
"Issaquah, WA",4/30/2020,755,72,106,118,7,2,-5
"Issaquah, WA",5/31/2020,850,101,139,119,17,10,5
"Issaquah, WA",6/30/2020,875,137,152,117,7,-10,-15
"Issaquah, WA",7/31/2020,829,141,128,113,9,2,-14
"Issaquah, WA",8/31/2020,810,133,109,75,6,-3,-15
"Issaquah, WA",9/30/2020,770,133,140,84,7,1,-24
"Issaquah, WA",10/31/2020,835,110,78,57,6,-1,-39
"Issaquah, WA",11/30/2020,785,102,37,37,6,0,-40
"Issaquah, WA",12/31/2020,747,60,76,34,7,1,-22
"Issaquah, WA",1/31/2021,752,76,81,36,5,-2,-5
"Kenmore, WA",1/31/2012,382,17,37,94,177,54,42
"Kenmore, WA",2/29/2012,355,21,33,93,112,-65,-12
"Kenmore, WA",3/31/2012,273,30,50,96,51,-61,-34
"Kenmore, WA",4/30/2012,371,34,38,81,38,-13,-35
"Kenmore, WA",5/31/2012,350,47,45,81,41,3,-2
"Kenmore, WA",6/30/2012,312,38,28,68,33,-8,-63
"Kenmore, WA",7/31/2012,345,40,29,74,48,15,-1
"Kenmore, WA",8/31/2012,352,29,38,79,29,-19,-26
"Kenmore, WA",9/30/2012,400,29,37,79,24,-5,-81
"Kenmore, WA",10/31/2012,418,20,29,63,20,-4,-33
"Kenmore, WA",11/30/2012,360,30,18,57,20,0,-11
"Kenmore, WA",12/31/2012,372,20,26,44,35,15,-88
"Kenmore, WA",1/31/2013,368,32,17,35,35,0,-142
"Kenmore, WA",2/28/2013,330,33,24,30,33,-2,-79
"Kenmore, WA",3/31/2013,407,24,37,34,15,-18,-36
"Kenmore, WA",4/30/2013,412,30,54,45,15,0,-23
"Kenmore, WA",5/31/2013,373,42,49,55,15,0,-26
"Kenmore, WA",6/30/2013,395,42,35,60,8,-7,-25
"Kenmore, WA",7/31/2013,378,34,41,72,11,3,-37
"Kenmore, WA",8/31/2013,450,25,49,82,9,-2,-20
"Kenmore, WA",9/30/2013,352,34,33,66,12,3,-12
"Kenmore, WA",10/31/2013,386,26,25,64,23,11,3
"Kenmore, WA",11/30/2013,406,32,9,50,37,14,17
"Kenmore, WA",12/31/2013,458,20,23,52,44,7,9
"Kenmore, WA",1/31/2014,383,18,20,50,11,-33,-24
"Kenmore, WA",2/28/2014,406,17,37,49,62,51,29
"Kenmore, WA",3/31/2014,425,41,57,56,20,-42,5
"Kenmore, WA",4/30/2014,412,38,48,58,7,-13,-8
"Kenmore, WA",5/31/2014,450,39,47,69,11,4,-4
"Kenmore, WA",6/30/2014,383,40,52,87,10,-1,2
"Kenmore, WA",7/31/2014,431,34,46,95,34,24,23
"Kenmore, WA",8/31/2014,398,36,31,87,24,-10,15
"Kenmore, WA",9/30/2014,455,28,47,95,38,14,26
"Kenmore, WA",10/31/2014,432,23,23,75,41,3,18
"Kenmore, WA",11/30/2014,393,28,28,61,51,10,14
"Kenmore, WA",12/31/2014,449,29,35,57,41,-10,-3
"Kenmore, WA",1/31/2015,438,27,41,64,53,12,42
"Kenmore, WA",2/28/2015,533,39,56,75,17,-36,-45
"Kenmore, WA",3/31/2015,502,35,66,77,9,-8,-11
"Kenmore, WA",4/30/2015,480,59,72,97,14,5,7
"Kenmore, WA",5/31/2015,550,51,50,88,9,-5,-2
"Kenmore, WA",6/30/2015,501,52,45,88,11,2,1
"Kenmore, WA",7/31/2015,480,50,42,82,10,-1,-24
"Kenmore, WA",8/31/2015,506,41,44,85,13,3,-11
"Kenmore, WA",9/30/2015,482,34,41,76,12,-1,-26
"Kenmore, WA",10/31/2015,490,29,17,55,20,8,-21
"Kenmore, WA",11/30/2015,635,39,19,41,42,22,-9
"Kenmore, WA",12/31/2015,549,20,35,35,23,-19,-18
"Kenmore, WA",1/31/2016,532,34,43,44,23,0,-30
"Kenmore, WA",2/29/2016,582,46,46,42,6,-17,-11
"Kenmore, WA",3/31/2016,559,38,53,42,8,2,-1
"Kenmore, WA",4/30/2016,610,48,50,38,8,0,-6
"Kenmore, WA",5/31/2016,480,53,63,50,13,5,4
"Kenmore, WA",6/30/2016,470,53,50,53,10,-3,-1
"Kenmore, WA",7/31/2016,510,47,56,56,10,0,0
"Kenmore, WA",8/31/2016,505,48,41,51,13,3,0
"Kenmore, WA",9/30/2016,531,40,28,39,13,0,1
"Kenmore, WA",10/31/2016,550,41,35,32,15,2,-5
"Kenmore, WA",11/30/2016,625,49,16,21,21,6,-21
"Kenmore, WA",12/31/2016,603,28,34,26,21,0,-2
"Kenmore, WA",1/31/2017,579,26,37,27,8,-13,-15
"Kenmore, WA",2/28/2017,599,32,48,28,9,1,3
"Kenmore, WA",3/31/2017,687,38,39,26,6,-3,-2
"Kenmore, WA",4/30/2017,655,60,49,27,9,3,1
"Kenmore, WA",5/31/2017,638,44,48,36,6,-3,-7
"Kenmore, WA",6/30/2017,637,33,64,46,6,0,-4
"Kenmore, WA",7/31/2017,688,56,52,48,8,2,-2
"Kenmore, WA",8/31/2017,622,55,40,45,14,6,1
"Kenmore, WA",9/30/2017,720,31,35,36,10,-4,-3
"Kenmore, WA",10/31/2017,646,42,15,20,8,-2,-7
"Kenmore, WA",11/30/2017,640,29,9,8,39,31,18
"Kenmore, WA",12/31/2017,720,19,31,14,20,-19,-1
"Kenmore, WA",1/31/2018,693,20,28,9,8,-12,0
"Kenmore, WA",2/28/2018,615,43,39,14,6,-2,-3
"Kenmore, WA",3/31/2018,682,34,44,24,6,0,0
"Kenmore, WA",4/30/2018,688,33,69,43,6,0,-3
"Kenmore, WA",5/31/2018,758,41,31,42,8,2,2
"Kenmore, WA",6/30/2018,707,36,54,65,10,2,4
"Kenmore, WA",7/31/2018,650,35,58,83,14,4,6
"Kenmore, WA",8/31/2018,600,27,39,92,14,0,0
"Kenmore, WA",9/30/2018,650,26,25,75,34,20,24
"Kenmore, WA",10/31/2018,662,26,16,60,33,-1,25
"Kenmore, WA",11/30/2018,620,19,8,43,82,49,43
"Kenmore, WA",12/31/2018,660,21,28,42,66,-16,46
"Kenmore, WA",1/31/2019,602,25,25,44,24,-42,16
"Kenmore, WA",2/28/2019,665,27,48,59,12,-12,6
"Kenmore, WA",3/31/2019,698,28,41,60,13,1,7
"Kenmore, WA",4/30/2019,667,40,51,67,6,-7,0
"Kenmore, WA",5/31/2019,840,29,58,80,18,12,10
"Kenmore, WA",6/30/2019,640,52,44,74,18,0,8
"Kenmore, WA",7/31/2019,570,40,38,77,20,2,6
"Kenmore, WA",8/31/2019,649,31,47,75,27,7,13
"Kenmore, WA",9/30/2019,669,46,39,66,20,-7,-14
"Kenmore, WA",10/31/2019,654,34,19,42,32,12,-1
"Kenmore, WA",11/30/2019,645,38,9,26,51,19,-31
"Kenmore, WA",12/31/2019,595,28,25,22,70,19,4
"Kenmore, WA",1/31/2020,685,27,29,15,14,-56,-10
"Kenmore, WA",2/29/2020,690,31,31,23,6,-8,-6
"Kenmore, WA",3/31/2020,761,22,29,29,8,2,-5
"Kenmore, WA",4/30/2020,796,25,35,32,9,1,3
"Kenmore, WA",5/31/2020,770,35,35,33,9,0,-9
"Kenmore, WA",6/30/2020,660,27,61,46,13,4,-5
"Kenmore, WA",7/31/2020,728,42,50,39,8,-5,-12
"Kenmore, WA",8/31/2020,730,51,43,27,10,2,-17
"Kenmore, WA",9/30/2020,790,43,47,21,9,-1,-11
"Kenmore, WA",10/31/2020,745,50,23,21,7,-2,-25
"Kenmore, WA",11/30/2020,757,35,16,14,6,-1,-45
"Kenmore, WA",12/31/2020,799,22,30,14,19,13,-51
"Kenmore, WA",1/31/2021,875,23,37,7,5,-14,-9
"Kent, WA",1/31/2012,200,89,159,501,90,7,-6
"Kent, WA",2/29/2012,200,143,165,458,72,-18,-31
"Kent, WA",3/31/2012,212,128,165,433,70,-2,-27
"Kent, WA",4/30/2012,200,141,185,440,49,-21,-12
"Kent, WA",5/31/2012,230,129,143,410,57,8,3
"Kent, WA",6/30/2012,215,153,148,402,39,-18,-31
"Kent, WA",7/31/2012,220,141,157,408,44,5,-21
"Kent, WA",8/31/2012,215,122,140,392,54,10,-1
"Kent, WA",9/30/2012,227,115,96,352,59,5,-3
"Kent, WA",10/31/2012,247,122,103,333,46,-13,-10
"Kent, WA",11/30/2012,240,114,90,314,50,4,-17
"Kent, WA",12/31/2012,210,80,116,279,55,5,-28
"Kent, WA",1/31/2013,214,85,129,273,51,-4,-39
"Kent, WA",2/28/2013,243,114,149,265,55,4,-17
"Kent, WA",3/31/2013,250,148,177,278,20,-35,-50
"Kent, WA",4/30/2013,232,147,229,340,22,2,-27
"Kent, WA",5/31/2013,260,150,175,345,22,0,-35
"Kent, WA",6/30/2013,255,158,176,371,19,-3,-20
"Kent, WA",7/31/2013,271,149,178,406,24,5,-20
"Kent, WA",8/31/2013,275,121,134,398,24,0,-30
"Kent, WA",9/30/2013,250,139,135,377,32,8,-27
"Kent, WA",10/31/2013,265,100,102,343,46,14,0
"Kent, WA",11/30/2013,251,114,78,326,43,-3,-7
"Kent, WA",12/31/2013,225,91,121,323,63,20,8
"Kent, WA",1/31/2014,256,91,113,311,48,-15,-3
"Kent, WA",2/28/2014,246,116,137,296,39,-9,-16
"Kent, WA",3/31/2014,245,135,188,322,38,-1,18
"Kent, WA",4/30/2014,265,135,227,340,19,-19,-3
"Kent, WA",5/31/2014,281,152,169,345,25,6,3
"Kent, WA",6/30/2014,265,146,183,410,20,-5,1
"Kent, WA",7/31/2014,265,134,174,409,22,2,-2
"Kent, WA",8/31/2014,273,130,146,403,34,12,10
"Kent, WA",9/30/2014,261,152,142,396,36,2,4
"Kent, WA",10/31/2014,272,104,97,357,35,-1,-11
"Kent, WA",11/30/2014,278,141,81,324,48,13,5
"Kent, WA",12/31/2014,269,80,140,299,49,1,-14
"Kent, WA",1/31/2015,287,108,140,260,49,0,1
"Kent, WA",2/28/2015,279,163,189,250,41,-8,2
"Kent, WA",3/31/2015,295,176,227,290,34,-7,-4
"Kent, WA",4/30/2015,296,180,194,277,13,-21,-6
"Kent, WA",5/31/2015,307,199,212,285,14,1,-11
"Kent, WA",6/30/2015,305,218,183,312,14,0,-6
"Kent, WA",7/31/2015,306,145,189,315,19,5,-3
"Kent, WA",8/31/2015,316,175,150,287,16,-3,-18
"Kent, WA",9/30/2015,315,151,137,270,18,2,-18
"Kent, WA",10/31/2015,300,111,102,216,23,5,-12
"Kent, WA",11/30/2015,316,140,85,194,26,3,-22
"Kent, WA",12/31/2015,327,90,133,184,20,-6,-29
"Kent, WA",1/31/2016,320,99,141,180,29,9,-20
"Kent, WA",2/29/2016,333,146,190,185,11,-18,-30
"Kent, WA",3/31/2016,335,173,218,206,10,-1,-24
"Kent, WA",4/30/2016,335,172,214,220,7,-3,-6
"Kent, WA",5/31/2016,333,202,250,279,9,2,-5
"Kent, WA",6/30/2016,330,179,239,304,9,0,-5
"Kent, WA",7/31/2016,335,201,194,298,11,2,-8
"Kent, WA",8/31/2016,350,183,215,305,18,7,2
"Kent, WA",9/30/2016,339,189,142,273,20,2,2
"Kent, WA",10/31/2016,328,137,136,259,22,2,-1
"Kent, WA",11/30/2016,343,167,90,189,20,-2,-6
